814,19,30,32.7
814,19,31,31.65
814,19,32,30.65
814,19,33,29.7
814,19,34,28.85
814,19,35,28.05
814,20,12,89.85
814,20,13,82.25
814,20,14,75.75
814,20,15,71.2
814,20,16,66.15
814,20,17,61.75
814,20,18,57.85
814,20,19,54.35
814,20,20,51.2
814,20,21,48.55
814,20,22,46.15
814,20,23,43.95
814,20,24,41.95
814,20,25,40.1
814,20,26,38.4
814,20,27,36.8
814,20,28,35.35
814,20,29,34
814,20,30,32.75
814,20,31,31.7
814,20,32,30.7
814,20,33,29.75
814,20,34,28.9
814,20,35,28.1
814,21,12,89.85
814,21,13,82.25
814,21,14,75.75
814,21,15,71.2
814,21,16,66.2
814,21,17,61.75
814,21,18,57.85
814,21,19,54.35
814,21,20,51.2
814,21,21,48.6
814,21,22,46.2
814,21,23,44
814,21,24,42
814,21,25,40.15
814,21,26,38.45
814,21,27,36.85
814,21,28,35.4
814,21,29,34.05
814,21,30,32.8
814,21,31,31.75
814,21,32,30.75
814,21,33,29.85
814,21,34,29
814,21,35,28.15
814,22,12,89.85
814,22,13,82.25
814,22,14,75.75
814,22,15,71.25
814,22,16,66.2
814,22,17,61.8
814,22,18,57.85
814,22,19,54.4
814,22,20,51.25
814,22,21,48.6
814,22,22,46.2
814,22,23,44
814,22,24,42
814,22,25,40.15
814,22,26,38.45
814,22,27,36.9
814,22,28,35.45
814,22,29,34.1
814,22,30,32.85
814,22,31,31.8
814,22,32,30.85
814,22,33,29.9
814,22,34,29.05
814,22,35,28.25
814,23,12,89.85
814,23,13,82.25
814,23,14,75.8
814,23,15,71.25
814,23,16,66.25
814,23,17,61.8
814,23,18,57.9
814,23,19,54.4
814,23,20,51.25
814,23,21,48.65
814,23,22,46.25
814,23,23,44.05
814,23,24,42.05
814,23,25,40.2
814,23,26,38.5
814,23,27,36.95
814,23,28,35.5
814,23,29,34.15
814,23,30,32.95
814,23,31,31.9
814,23,32,30.9
814,23,33,30
814,23,34,29.15
814,23,35,28.35
814,24,12,89.9
814,24,13,82.3
814,24,14,75.8
814,24,15,71.25
814,24,16,66.25
814,24,17,61.85
814,24,18,57.9
814,24,19,54.45
814,24,20,51.3
814,24,21,48.65
814,24,22,46.3
814,24,23,44.1
814,24,24,42.1
814,24,25,40.25
814,24,26,38.55
814,24,27,37
814,24,28,35.55
814,24,29,34.25
814,24,30,33
814,24,31,31.95
814,24,32,31
814,24,33,30.1
814,24,34,29.25
814,24,35,28.45
814,25,12,89.9
814,25,13,82.3
814,25,14,75.8
814,25,15,71.3
814,25,16,66.25
814,25,17,61.85
814,25,18,57.95
814,25,19,54.45
814,25,20,51.35
814,25,21,48.7
814,25,22,46.3
814,25,23,44.15
814,25,24,42.15
814,25,25,40.3
814,25,26,38.65
814,25,27,37.1
814,25,28,35.65
814,25,29,34.3
814,25,30,33.1
814,25,31,32.05
814,25,32,31.1
814,25,33,30.2
814,25,34,29.35
814,25,35,28.55
814,26,12,89.9
814,26,13,82.35
814,26,14,75.85
814,26,15,71.3
814,26,16,66.3
814,26,17,61.9
814,26,18,58
814,26,19,54.5
814,26,20,51.4
814,26,21,48.75
814,26,22,46.35
814,26,23,44.2
814,26,24,42.2
814,26,25,40.4
814,26,26,38.7
814,26,27,37.15
814,26,28,35.75
814,26,29,34.4
814,26,30,33.2
814,26,31,32.15
814,26,32,31.2
814,26,33,30.3
814,26,34,29.5
814,26,35,28.7
814,27,12,89.95
814,27,13,82.35
814,27,14,75.85
814,27,15,71.35
814,27,16,66.35
814,27,17,61.95
814,27,18,58.05
814,27,19,54.55
814,27,20,51.45
814,27,21,48.8
814,27,22,46.45
814,27,23,44.25
814,27,24,42.3
814,27,25,40.45
814,27,26,38.8
814,27,27,37.25
814,27,28,35.85
814,27,29,34.5
814,27,30,33.3
814,27,31,32.3
814,27,32,31.35
814,27,33,30.45
814,27,34,29.6
814,27,35,28.85
814,28,12,89.95
814,28,13,82.4
814,28,14,75.9
814,28,15,71.4
814,28,16,66.4
814,28,17,62
814,28,18,58.1
814,28,19,54.6
814,28,20,51.5
814,28,21,48.9
814,28,22,46.5
814,28,23,44.35
814,28,24,42.35
814,28,25,40.55
814,28,26,38.9
814,28,27,37.35
814,28,28,35.95
814,28,29,34.65
814,28,30,33.45
814,28,31,32.4
814,28,32,31.45
814,28,33,30.6
814,28,34,29.8
814,28,35,29
814,29,12,90
814,29,13,82.4
814,29,14,75.95
814,29,15,71.45
814,29,16,66.45
814,29,17,62.05
814,29,18,58.15
814,29,19,54.65
814,29,20,51.55
814,29,21,48.95
814,29,22,46.6
814,29,23,44.45
814,29,24,42.45
814,29,25,40.65
814,29,26,39
814,29,27,37.45
814,29,28,36.05
814,29,29,34.75
814,29,30,33.6
814,29,31,32.55
814,29,32,31.65
814,29,33,30.75
814,29,34,29.95
814,29,35,29.2
814,30,12,90.05
814,30,13,82.45
814,30,14,76
814,30,15,71.5
814,30,16,66.5
814,30,17,62.1
814,30,18,58.2
814,30,19,54.75
814,30,20,51.65
814,30,21,49.05
814,30,22,46.7
814,30,23,44.55
814,30,24,42.55
814,30,25,40.75
814,30,26,39.1
814,30,27,37.6
814,30,28,36.2
814,30,29,34.95
814,30,30,33.75
814,30,31,32.75
814,30,32,31.8
814,30,33,30.95
814,30,34,30.15
814,30,35,29.4
814,31,12,90.1
814,31,13,82.5
814,31,14,76.05
814,31,15,71.55
814,31,16,66.55
814,31,17,62.15
814,31,18,58.3
814,31,19,54.85
814,31,20,51.75
814,31,21,49.15
814,31,22,46.8
814,31,23,44.65
814,31,24,42.7
814,31,25,40.9
814,31,26,39.25
814,31,27,37.75
814,31,28,36.4
814,31,29,35.1
814,31,30,33.95
814,31,31,32.95
814,31,32,32
814,31,33,31.15
814,31,34,30.4
814,31,35,29.65
814,32,12,90.15
814,32,13,82.6
814,32,14,76.1
814,32,15,71.6
814,32,16,66.65
814,32,17,62.25
814,32,18,58.4
814,32,19,54.95
814,32,20,51.85
814,32,21,49.25
814,32,22,46.95
814,32,23,44.8
814,32,24,42.85
814,32,25,41.05
814,32,26,39.45
814,32,27,37.95
814,32,28,36.55
814,32,29,35.3
814,32,30,34.15
814,32,31,33.15
814,32,32,32.25
814,32,33,31.4
814,32,34,30.65
814,32,35,29.9
814,33,12,90.2
814,33,13,82.65
814,33,14,76.2
814,33,15,71.7
814,33,16,66.75
814,33,17,62.35
814,33,18,58.5
814,33,19,55.05
814,33,20,52
814,33,21,49.4
814,33,22,47.1
814,33,23,44.95
814,33,24,43
814,33,25,41.25
814,33,26,39.65
814,33,27,38.15
814,33,28,36.8
814,33,29,35.55
814,33,30,34.35
814,33,31,33.4
814,33,32,32.5
814,33,33,31.65
814,33,34,30.9
814,33,35,30.2
814,34,12,90.3
814,34,13,82.75
814,34,14,76.3
814,34,15,71.8
814,34,16,66.85
814,34,17,62.5
814,34,18,58.65
814,34,19,55.2
814,34,20,52.15
814,34,21,49.55
814,34,22,47.25
814,34,23,45.15
814,34,24,43.2
814,34,25,41.45
814,34,26,39.85
814,34,27,38.35
814,34,28,37
814,34,29,35.75
814,34,30,34.65
814,34,31,33.65
814,34,32,32.8
814,34,33,31.95
814,34,34,31.2
814,34,35,30.5
814,35,12,90.4
814,35,13,82.85
814,35,14,76.4
814,35,15,71.95
814,35,16,67
814,35,17,62.65
814,35,18,58.8
814,35,19,55.35
814,35,20,52.3
814,35,21,49.75
814,35,22,47.45
814,35,23,45.35
814,35,24,43.45
814,35,25,41.7
814,35,26,40.1
814,35,27,38.6
814,35,28,37.3
814,35,29,36.05
814,35,30,34.9
814,35,31,33.95
814,35,32,33.1
814,35,33,32.3
814,35,34,31.55
814,35,35,30.85
814,36,12,90.5
814,36,13,82.95
814,36,14,76.55
814,36,15,72.1
814,36,16,67.15
814,36,17,62.8
814,36,18,58.95
814,36,19,55.55
814,36,20,52.5
814,36,21,49.95
814,36,22,47.65
814,36,23,45.55
814,36,24,43.65
814,36,25,41.95
814,36,26,40.35
814,36,27,38.9
814,36,28,37.55
814,36,29,36.35
814,36,30,35.25
814,36,31,34.3
814,36,32,33.45
814,36,33,32.65
814,36,34,31.9
814,36,35,31.25
814,37,12,90.6
814,37,13,83.1
814,37,14,76.65
814,37,15,72.25
814,37,16,67.3
814,37,17,62.95
814,37,18,59.15
814,37,19,55.75
814,37,20,52.75
814,37,21,50.2
